Date,12,24,36,60
2021-04-01,1026745.8213175839,1026745.8213175839,1026745.8213175839,1026745.8213175839
2021-04-07,1089136.8548932055,1089136.8548932055,1089136.8548932055,1089136.8548932055
2021-04-08,1101421.312561845,1101421.312561845,1101421.312561845,1101421.312561845
2021-04-09,1068446.9372950215,1068446.9372950215,1068446.9372950215,1068446.9372950215
2021-04-12,1128700.3949342617,1128700.3949342617,1128700.3949342617,1128700.3949342617
2021-04-13,1123493.3134017873,1123493.3134017873,1123493.3134017873,1123493.3134017873
2021-04-14,1136009.4741109207,1136009.4741109207,1136009.4741109207,1136009.4741109207
2021-04-15,1150942.1393762869,1150942.1393762869,1150942.1393762869,1150942.1393762869
2021-04-16,1208458.3146773907,1208458.3146773907,1208458.3146773907,1208458.3146773907
2021-04-19,1267460.329746594,1267460.329746594,1267460.329746594,1267460.329746594
2021-04-20,1287149.8154122857,1287149.8154122857,1287149.8154122857,1287149.8154122857
2021-04-21,1357296.886922021,1357296.886922021,1357296.886922021,1357296.886922021
2021-04-22,1323723.5594961015,1323723.5594961015,1323723.5594961015,1323723.5594961015
2021-04-23,1317563.1862095823,1317563.1862095823,1317563.1862095823,1317563.1862095823
2021-04-26,1395771.194779092,1395771.194779092,1395771.194779092,1395771.194779092
2021-04-27,1438012.2790716032,1438012.2790716032,1438012.2790716032,1438012.2790716032
2021-04-28,1457423.7127549127,1457423.7127549127,1457423.7127549127,1457423.7127549127
2021-04-29,1491784.7252731365,1491784.7252731365,1491784.7252731365,1491784.7252731365
2021-06-01,1578779.5832507934,1578779.5832507934,1578779.5832507934,1578779.5832507934
2021-06-02,1578170.4453791066,1578170.4453791066,1578170.4453791066,1578170.4453791066
2021-06-03,1621743.5441211672,1621743.5441211672,1621743.5441211672,1621743.5441211672
2021-06-04,1602582.7549490717,1602582.7549490717,1602582.7549490717,1602582.7549490717
2021-06-07,1555407.2980072785,1555407.2980072785,1555407.2980072785,1555407.2980072785
2021-06-08,1618661.301647634,1618661.301647634,1618661.301647634,1618661.301647634
2021-06-09,1605643.3217721526,1605643.3217721526,1605643.3217721526,1605643.3217721526
2021-06-10,1598721.377411491,1598721.377411491,1598721.377411491,1598721.377411491
2021-06-11,1676908.6573943177,1676908.6573943177,1676908.6573943177,1676908.6573943177
2021-06-15,1771284.7632435325,1771284.7632435325,1771284.7632435325,1771284.7632435325
2021-06-16,1784989.4751933496,1784989.4751933496,1784989.4751933496,1784989.4751933496
2021-06-17,1820194.9176687214,1820194.9176687214,1820194.9176687214,1820194.9176687214
2021-06-18,1878041.8074870927,1878041.8074870927,1878041.8074870927,1878041.8074870927
2021-06-21,1962271.2028793704,1962271.2028793704,1962271.2028793704,1962271.2028793704
2021-06-22,1955165.6483866079,1955165.6483866079,1955165.6483866079,1955165.6483866079
2021-06-23,1856700.8924769778,1856700.8924769778,1856700.8924769778,1856700.8924769778
2021-06-24,1955695.5375196612,1955695.5375196612,1955695.5375196612,1955695.5375196612
2021-06-25,2021338.860793453,2021338.860793453,2021338.860793453,2021338.860793453
2021-06-28,2134138.183226315,2134138.183226315,2134138.183226315,2134138.183226315
2021-06-29,2127047.613092308,2127047.613092308,2127047.613092308,2127047.613092308
2021-06-30,2258151.2255832534,2258151.2255832534,2258151.2255832534,2258151.2255832534
2021-07-01,2253008.457183044,2253008.457183044,2253008.457183044,2253008.457183044
2021-07-02,2247511.9596951115,2247511.9596951115,2247511.9596951115,2247511.9596951115
2021-07-05,2270338.9997776723,2270338.9997776723,2270338.9997776723,2270338.9997776723
2021-07-06,2267825.912522832,2267825.912522832,2267825.912522832,2267825.912522832
2021-07-07,2264253.2622231874,2264253.2622231874,2264253.2622231874,2264253.2622231874
