Date,12,24,36,60
2021-04-01,0.0,0.0,0.0,0.0
2021-04-07,0.0,0.0,0.0,0.0
2021-04-08,0.0,0.0,0.0,0.0
2021-04-09,-0.029938021800329007,-0.029938021800329007,-0.029938021800329007,-0.029938021800329007
2021-04-12,0.0,0.0,0.0,0.0
2021-04-13,-0.004613342527250208,-0.004613342527250208,-0.004613342527250208,-0.004613342527250208
2021-04-14,0.0,0.0,0.0,0.0
2021-04-15,0.0,0.0,0.0,0.0
2021-04-16,0.0,0.0,0.0,0.0
2021-04-19,0.0,0.0,0.0,0.0
2021-04-20,0.0,0.0,0.0,0.0
2021-04-21,0.0,0.0,0.0,0.0
2021-04-22,-0.024735433897630665,-0.024735433897630665,-0.024735433897630665,-0.024735433897630665
2021-04-23,-0.029274141195846926,-0.029274141195846926,-0.029274141195846926,-0.029274141195846926
2021-04-26,0.0,0.0,0.0,0.0
2021-04-27,0.0,0.0,0.0,0.0
2021-04-28,0.0,0.0,0.0,0.0
2021-04-29,0.0,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,0.0
2021-06-02,-0.00038582831837274956,-0.00038582831837274956,-0.00038582831837274956,-0.00038582831837274956
2021-06-03,0.0,0.0,0.0,0.0
2021-06-04,-0.011814931677424312,-0.011814931677424312,-0.011814931677424312,-0.011814931677424312
2021-06-07,-0.040904276360068215,-0.040904276360068215,-0.040904276360068215,-0.040904276360068215
2021-06-08,-0.001900573296379826,-0.001900573296379826,-0.001900573296379826,-0.001900573296379826
2021-06-09,-0.009927724027253282,-0.009927724027253282,-0.009927724027253282,-0.009927724027253282
2021-06-10,-0.014195935475206145,-0.014195935475206145,-0.014195935475206145,-0.014195935475206145
2021-06-11,0.0,0.0,0.0,0.0
2021-06-15,0.0,0.0,0.0,0.0
2021-06-16,0.0,0.0,0.0,0.0
2021-06-17,0.0,0.0,0.0,0.0
2021-06-18,0.0,0.0,0.0,0.0
2021-06-21,0.0,0.0,0.0,0.0
2021-06-22,-0.0036210868723630663,-0.0036210868723630663,-0.0036210868723630663,-0.0036210868723630663
2021-06-23,-0.053800060994363186,-0.053800060994363186,-0.053800060994363186,-0.053800060994363186
2021-06-24,-0.0033510481884768684,-0.0033510481884768684,-0.0033510481884768684,-0.0033510481884768684
2021-06-25,0.0,0.0,0.0,0.0
2021-06-28,0.0,0.0,0.0,0.0
2021-06-29,-0.0033224512778678994,-0.0033224512778678994,-0.0033224512778678994,-0.0033224512778678994
2021-06-30,0.0,0.0,0.0,0.0
2021-07-01,-0.0022774242672259914,-0.0022774242672259914,-0.0022774242672259914,-0.0022774242672259914
2021-07-02,-0.004711493972417213,-0.004711493972417213,-0.004711493972417213,-0.004711493972417213
2021-07-05,0.0,0.0,0.0,0.0
2021-07-06,-0.0011069215897213658,-0.0011069215897213658,-0.0011069215897213658,-0.0011069215897213658
2021-07-07,-0.0026805413443018455,-0.0026805413443018455,-0.0026805413443018455,-0.0026805413443018455
2021-07-08,0.0,0.0,0.0,0.0
2021-07-09,-0.013172971254711174,-0.013172971254711174,-0.013172971254711174,-0.013172971254711174
2021-07-12,-0.009682826283023416,-0.009682826283023416,-0.009682826283023416,-0.009682826283023416
2021-07-13,-0.024720891514503074,-0.024720891514503074,-0.024720891514503074,-0.024720891514503074
2021-07-14,-0.02809789066720847,-0.02809789066720847,-0.02809789066720847,-0.02809789066720847
2021-07-15,-0.006509961172451839,-0.006509961172451839,-0.006509961172451839,-0.006509961172451839
